OGLE-SMC-LPV-00218  SMC135.7   2879  OSARG O  00:24:27.87 -73:20:52.1                                      
OGLE-SMC-LPV-00219  SMC140.2  21906  OSARG O  00:24:28.71 -72:07:25.7                                      
OGLE-SMC-LPV-00220  SMC136.7     20  OSARG O  00:24:29.07 -72:48:12.6                                      
OGLE-SMC-LPV-00221  SMC135.5   2136  OSARG O  00:24:29.34 -73:04:37.1                                      
OGLE-SMC-LPV-00222  SMC136.8     17  OSARG O  00:24:29.94 -72:55:52.3                                      
OGLE-SMC-LPV-00223  SMC135.8   3258  Mira  C  00:24:30.59 -73:28:43.0                                      
OGLE-SMC-LPV-00224  SMC136.8     18  OSARG O  00:24:31.31 -73:01:01.0                                      
OGLE-SMC-LPV-00225  SMC136.7     21  OSARG O  00:24:31.45 -72:47:24.1                                      
OGLE-SMC-LPV-00226  SMC136.8     48  OSARG O  00:24:32.93 -72:58:49.7                                      
OGLE-SMC-LPV-00227  SMC138.5   4301  OSARG O  00:24:33.40 -73:43:33.5                                      
OGLE-SMC-LPV-00228  SMC139.3     21  OSARG O  00:24:33.55 -74:25:27.5                                      
OGLE-SMC-LPV-00229  SMC136.7     22  OSARG O  00:24:35.04 -72:47:29.6                                      
OGLE-SMC-LPV-00230  SMC139.3     41  OSARG O  00:24:35.25 -74:24:30.0                                      
OGLE-SMC-LPV-00231  SMC136.7     48  OSARG O  00:24:35.30 -72:47:03.2                                      
OGLE-SMC-LPV-00232  SMC136.7     50  OSARG O  00:24:35.68 -72:47:56.8                                      
OGLE-SMC-LPV-00233  SMC136.7     49  OSARG O  00:24:35.68 -72:46:22.8                                      
OGLE-SMC-LPV-00234  SMC136.7     23  OSARG O  00:24:36.09 -72:48:58.5                                      
OGLE-SMC-LPV-00235  SMC140.3  43985  OSARG O  00:24:36.18 -71:57:19.2                                      
OGLE-SMC-LPV-00236  SMC135.6   2389  OSARG O  00:24:38.74 -73:14:01.6                                      
OGLE-SMC-LPV-00237  SMC139.4      2  OSARG C  00:24:38.81 -74:21:05.4                                      
OGLE-SMC-LPV-00238  SMC136.7     24  OSARG O  00:24:40.62 -72:48:26.7                                      
OGLE-SMC-LPV-00239  SMC140.2  22518  OSARG O  00:24:41.34 -72:07:23.3                                      
OGLE-SMC-LPV-00240  SMC136.6     35  OSARG O  00:24:41.74 -72:35:50.1                                      
OGLE-SMC-LPV-00241  SMC135.7   2883  OSARG O  00:24:42.55 -73:27:31.5                                      
OGLE-SMC-LPV-00242  SMC135.7   2856  OSARG C  00:24:43.15 -73:25:05.2                                      
OGLE-SMC-LPV-00243  SMC136.5     61  OSARG O  00:24:43.43 -72:34:13.8                                      
OGLE-SMC-LPV-00244  SMC136.7     25  OSARG O  00:24:43.77 -72:47:14.1                                      
OGLE-SMC-LPV-00245  SMC136.7     26  OSARG O  00:24:44.15 -72:47:20.5                                      
OGLE-SMC-LPV-00246  SMC136.7     27  OSARG O  00:24:44.28 -72:48:10.3                                      
OGLE-SMC-LPV-00247  SMC140.1     13  OSARG O  00:24:44.45 -72:18:44.4                                      
OGLE-SMC-LPV-00248  SMC138.6   4039  OSARG O  00:24:44.56 -73:49:49.4                                      
OGLE-SMC-LPV-00249  SMC136.7     60  OSARG O  00:24:44.80 -72:47:04.9                                      
OGLE-SMC-LPV-00250  SMC136.7     29  OSARG O  00:24:45.09 -72:48:13.9                                      
OGLE-SMC-LPV-00251  SMC138.5   4305  OSARG O  00:24:45.53 -73:42:53.6                                      
OGLE-SMC-LPV-00252  SMC136.7     30  OSARG O  00:24:46.66 -72:47:26.3                                      
OGLE-SMC-LPV-00253  SMC136.7      8  SRV   C  00:24:46.93 -72:47:54.4                                      
OGLE-SMC-LPV-00254  SMC136.7     31  OSARG O  00:24:46.93 -72:46:47.1                                      
OGLE-SMC-LPV-00255  SMC138.8   3701  OSARG O  00:24:47.69 -74:09:43.8                                      
OGLE-SMC-LPV-00256  SMC139.3     22  OSARG O  00:24:47.70 -74:22:52.0                                      
OGLE-SMC-LPV-00257  SMC136.7   2967  OSARG O  00:24:47.86 -72:47:26.6                                      
OGLE-SMC-LPV-00258  SMC135.7   2884  OSARG O  00:24:48.85 -73:24:01.0                                      
