OGLE-LMC-CEP-0096  LMC142.2     59       1O 04:48:04.36 -69:18:25.9                                                   
OGLE-LMC-CEP-0097  LMC139.7   6955       1O 04:48:26.72 -67:32:47.1                                                   
OGLE-LMC-CEP-0098  LMC137.7    176       1O 04:48:29.07 -70:28:43.3                                                   
OGLE-LMC-CEP-0099  LMC141.3    149       1O 04:48:30.90 -68:33:42.9                                                   
OGLE-LMC-CEP-0100  LMC137.5     30        F 04:48:34.21 -70:10:16.3                                              V0047 HV12462
OGLE-LMC-CEP-0101  LMC142.2  18242        F 04:48:34.24 -69:20:50.2                                                   
OGLE-LMC-CEP-0102  LMC139.7   7042       2O 04:48:34.63 -67:31:47.4                                                   
OGLE-LMC-CEP-0103  LMC139.7   6957        F 04:48:35.60 -67:35:00.0                                              V0044 HV12727
OGLE-LMC-CEP-0104  LMC143.1   9819        F 04:48:45.64 -70:00:21.3                                              V0048 DV2
OGLE-LMC-CEP-0105  LMC138.6   5508        F 04:48:48.90 -66:44:02.1                                              V0046 HV12728
OGLE-LMC-CEP-0106  LMC137.5     35        F 04:48:50.62 -70:14:53.1                                                   
OGLE-LMC-CEP-0107  LMC142.2  18253        F 04:48:51.35 -69:21:22.8                                              V0049 HV12452
OGLE-LMC-CEP-0108  LMC141.1     63        F 04:48:56.11 -68:54:06.7                                                   
OGLE-LMC-CEP-0109  LMC142.4  13987        F 04:48:56.62 -68:57:12.6                                                   
OGLE-LMC-CEP-0110  LMC143.1   9739       1O 04:48:58.98 -70:04:20.0                                                   
OGLE-LMC-CEP-0111  LMC142.2  18427        F 04:49:04.16 -69:18:02.4                                                   
OGLE-LMC-CEP-0112  LMC140.4    150     F/1O 04:49:10.16 -67:51:53.3                 47.1407.18                        
OGLE-LMC-CEP-0113  LMC141.1  12885       1O 04:49:11.23 -68:54:29.3                                                   
OGLE-LMC-CEP-0114  LMC142.3  14395        F 04:49:12.46 -69:09:39.7                                                   
OGLE-LMC-CEP-0115  LMC137.5     50       1O 04:49:13.05 -70:09:20.5                                                   
OGLE-LMC-CEP-0116  LMC137.5     51        F 04:49:13.37 -70:08:59.9                                              V0060 HV12470
OGLE-LMC-CEP-0117  LMC140.2     46       1O 04:49:15.86 -68:07:59.3                 47.1403.8                         
OGLE-LMC-CEP-0118  LMC142.2  18330       1O 04:49:16.20 -69:20:19.4                                                   
OGLE-LMC-CEP-0119  LMC142.3  14460       1O 04:49:16.98 -69:12:24.9                                                   
OGLE-LMC-CEP-0120  LMC141.4  12246       1O 04:49:19.16 -68:28:28.2                                                   
OGLE-LMC-CEP-0121  LMC136.7     56       1O 04:49:20.23 -69:56:58.2                                                   
OGLE-LMC-CEP-0122  LMC140.4    318        F 04:49:21.02 -67:52:18.3                                                   
OGLE-LMC-CEP-0123  LMC142.3  14404        F 04:49:22.44 -69:09:01.8                                                   
OGLE-LMC-CEP-0124  LMC142.3  14614       1O 04:49:25.31 -69:07:50.4                                                   
OGLE-LMC-CEP-0125  LMC140.4     70       1O 04:49:32.10 -67:47:36.9                 47.1529.16                        
OGLE-LMC-CEP-0126  LMC138.7   5900        F 04:49:34.00 -66:58:33.0                                                   
OGLE-LMC-CEP-0127  LMC137.8     49       1O 04:49:36.01 -70:37:11.4                                                   
OGLE-LMC-CEP-0128  LMC137.8     52        F 04:49:41.74 -70:37:38.0                                              V0076 DV11
OGLE-LMC-CEP-0129  LMC136.5    122       1O 04:49:44.00 -69:35:55.4                                                   
OGLE-LMC-CEP-0130  LMC142.3  14645        F 04:49:44.13 -69:12:54.8                                                   
OGLE-LMC-CEP-0131  LMC141.1  12925        F 04:49:45.05 -68:52:48.0                                                   
OGLE-LMC-CEP-0132  LMC135.5     24        F 04:49:45.65 -69:04:22.7                                                   
OGLE-LMC-CEP-0133  LMC138.2     57       1O 04:49:46.65 -66:55:42.3                                                   
