OGLE-LMC-ECL-00177  ED   04:38:20.46 -67:59:40.4  LMC540.07.947    LMC154.3.5207   -                   
OGLE-LMC-ECL-00178  ED   04:38:21.24 -68:40:18.7  LMC539.22.1223   LMC148.7.1502   -                   
OGLE-LMC-ECL-00179  ED   04:38:21.24 -69:29:50.4  LMC538.29.639    LMC149.8.6512   -                   
OGLE-LMC-ECL-00180  ED   04:38:22.11 -68:22:58.2  -                LMC148.5.624    -                   
OGLE-LMC-ECL-00181  ED   04:38:24.22 -67:28:07.6  LMC540.15.4159   LMC153.3.1053   -                   
OGLE-LMC-ECL-00182  ED   04:38:24.71 -68:06:39.6  LMC539.30.7915   LMC154.2.5638   -                   
OGLE-LMC-ECL-00183  ED   04:38:25.73 -69:32:38.4  LMC538.29.1986   LMC149.8.9498   -                   
OGLE-LMC-ECL-00184  ED   04:38:26.52 -69:15:35.4  LMC539.05.1584   LMC149.7.7201   -                   
OGLE-LMC-ECL-00185  ED   04:38:28.08 -70:22:25.8  LMC538.04.8413   LMC151.3.384    -                   
OGLE-LMC-ECL-00186  ED   04:38:28.20 -67:24:34.3  LMC540.23.765    LMC153.3.1097   -                   
OGLE-LMC-ECL-00187  ED   04:38:29.88 -70:32:40.4  LMC537.28.7276   LMC151.2.821    -                   
OGLE-LMC-ECL-00188  ED   04:38:30.75 -67:48:48.5  LMC540.06.6122   LMC154.4.5352   -                   
OGLE-LMC-ECL-00189  ED   04:38:30.77 -69:50:22.9  LMC538.21.491    LMC150.7.5515   -                   
OGLE-LMC-ECL-00190  ED   04:38:32.79 -68:16:08.5  LMC539.30.754    LMC154.1.5330   -                   
OGLE-LMC-ECL-00191  ED   04:38:35.78 -70:08:31.1  LMC538.12.1592   LMC150.8.7788   -                   
OGLE-LMC-ECL-00192  ED   04:38:39.45 -69:30:14.3  LMC538.29.618    LMC149.8.6599   -                   
OGLE-LMC-ECL-00193  ED   04:38:39.99 -69:57:37.0  LMC538.12.7861   LMC150.7.5546   -                   
OGLE-LMC-ECL-00194  ED   04:38:40.16 -68:52:22.1  LMC539.13.535    LMC148.8.309    -                   
OGLE-LMC-ECL-00195  ED   04:38:44.42 -68:06:59.9  LMC539.30.7198   LMC154.2.5227   -                   
OGLE-LMC-ECL-00196  ED   04:38:47.70 -69:11:37.5  LMC539.05.2087   LMC149.6.7554   -                   
OGLE-LMC-ECL-00197  ED   04:38:48.07 -68:08:07.0  LMC539.30.7773   LMC154.2.5822   -                   
OGLE-LMC-ECL-00198  ED   04:38:48.57 -68:23:05.3  -                LMC148.5.1302   -                   
OGLE-LMC-ECL-00199  ED   04:38:51.76 -70:23:21.9  LMC538.04.8149   LMC151.3.64     -                   
OGLE-LMC-ECL-00200  ED   04:38:52.07 -68:49:56.4  LMC539.13.8733   LMC148.8.1483   -                   
OGLE-LMC-ECL-00201  ED   04:38:52.22 -69:39:21.2  LMC538.21.7599   LMC150.5.5142   -                   
OGLE-LMC-ECL-00202  ED   04:38:52.68 -69:54:24.4  LMC538.21.1242   LMC150.7.6719   -                   
OGLE-LMC-ECL-00203  ED   04:38:52.90 -68:59:54.8  -                LMC149.5.7026   -                   
OGLE-LMC-ECL-00204  ED   04:38:52.92 -70:31:48.8  LMC538.04.733    LMC151.2.924    -                   
OGLE-LMC-ECL-00205  ED   04:38:54.24 -67:17:47.4  LMC540.23.3739   LMC153.4.3475   -                   
OGLE-LMC-ECL-00206  ED   04:38:55.13 -70:07:06.8  LMC538.12.952    LMC150.8.5369   -                   
OGLE-LMC-ECL-00207  ED   04:38:55.55 -69:18:40.8  LMC539.05.223    LMC149.7.6797   -                   
OGLE-LMC-ECL-00208  ED   04:38:56.31 -68:28:43.6  LMC539.22.8909   LMC148.5.1353   -                   
OGLE-LMC-ECL-00209  ED   04:38:56.55 -69:44:16.5  LMC538.21.8251   LMC150.6.6077   -                   
OGLE-LMC-ECL-00210  ED   04:38:57.50 -68:39:58.2  LMC539.22.330    LMC148.7.531    -                   
OGLE-LMC-ECL-00211  ED   04:38:57.63 -68:20:35.9  LMC539.30.240    LMC147.8.577    -                   
OGLE-LMC-ECL-00212  ED   04:39:01.08 -68:44:19.2  LMC539.13.9489   LMC148.7.1918   -                   
OGLE-LMC-ECL-00213  ED   04:39:02.28 -69:47:16.2  LMC538.21.685    LMC150.6.6109   -                   
OGLE-LMC-ECL-00214  ED   04:39:02.60 -68:10:47.0  LMC539.30.7520   LMC147.7.951    -                   
OGLE-LMC-ECL-00215  ELL  04:39:05.83 -68:37:23.6  LMC539.22.442    LMC148.6.425    -                   
OGLE-LMC-ECL-00216  ED   04:39:05.89 -68:10:15.4  LMC539.30.7083   LMC147.7.972    -                   
OGLE-LMC-ECL-00217  ED   04:39:06.83 -68:07:26.5  LMC539.30.6589   LMC147.7.101    -                   
OGLE-LMC-ECL-00218  ED   04:39:08.19 -69:45:50.0  LMC538.21.8175   LMC150.3.588    -                   
OGLE-LMC-ECL-00219  ED   04:39:09.25 -68:52:46.3  LMC539.13.507    LMC148.8.424    -                   
OGLE-LMC-ECL-00220  ED   04:39:09.34 -69:16:59.9  LMC539.05.810    LMC149.7.6859   -                   
OGLE-LMC-ECL-00221  ED   04:39:09.43 -69:19:59.0  LMC538.29.9659   LMC149.7.6424   -                   
OGLE-LMC-ECL-00222  ED   04:39:10.63 -68:09:23.1  LMC539.30.7111   LMC147.7.563    -                   
OGLE-LMC-ECL-00223  ED   04:39:11.49 -70:37:34.5  LMC537.27.7472   LMC151.1.867    -                   
OGLE-LMC-ECL-00224  ED   04:39:19.70 -68:16:22.4  LMC539.30.1381   LMC147.8.1126   -                   
OGLE-LMC-ECL-00225  ED   04:39:20.70 -67:38:13.7  LMC540.14.1063   LMC153.1.4768   -                   
OGLE-LMC-ECL-00226  ED   04:39:22.37 -69:33:35.3  LMC538.29.408    LMC150.4.703    -                   
OGLE-LMC-ECL-00227  ED   04:39:23.72 -70:04:47.1  LMC538.12.198    LMC150.1.100    -                   
OGLE-LMC-ECL-00228  ED   04:39:24.01 -70:37:13.3  LMC537.27.8082   LMC151.1.1565   -                   
OGLE-LMC-ECL-00229  ED   04:39:24.10 -70:30:30.3  LMC538.04.1357   LMC151.2.1775   -                   
OGLE-LMC-ECL-00230  ED   04:39:25.40 -70:03:07.0  LMC538.12.7567   LMC150.1.233    -                   
OGLE-LMC-ECL-00231  ED   04:39:25.48 -70:33:31.4  LMC537.27.7649   LMC151.2.1062   -                   
OGLE-LMC-ECL-00232  ED   04:39:25.64 -69:46:42.6  -                LMC150.3.696    -                   
OGLE-LMC-ECL-00233  ED   04:39:26.92 -69:41:50.8  LMC538.20.10015  LMC150.3.705    -                   
OGLE-LMC-ECL-00234  ED   04:39:27.29 -67:48:56.7  LMC540.06.5675   LMC147.5.528    -                   
OGLE-LMC-ECL-00235  ED   04:39:27.49 -70:25:23.9  -                LMC151.3.615    -                   
OGLE-LMC-ECL-00236  ED   04:39:28.80 -70:06:24.8  LMC538.11.1093   LMC150.1.1227   -                   
